name,class,category,memory,vcpu,Physical Processor,clock_speed_ghz,Instance Storage,Network Performance,Availability Zones,price,1y_noup,1y_fullup,3y_noup,3y_fullup,avg_cost,burstable_cpu,cpu_vendor,instance_storage_type,storage_readops,storage_writeops,storage_size_per_device,storage_devices,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_upto,network_speed,network_speed_burst,Network_Perf,network_devices,consider,comment
g4ad.4xlarge,g4ad,gpu,64,16,AMD EPYC 7R32,2.8,600 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",0.867,0.5462,0.5098,0.4371,0.3805,0.540253748558247,FALSE,amd,nvme,41667,33333,600,1,197.5,6700,396.25,13333,TRUE,8.333,10,10,1,TRUE,
g4ad.8xlarge,g4ad,gpu,128,32,AMD EPYC 7R32,2.8,1200 GB                 NVMe SSD,15 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",1.734,1.0924,1.0196,0.8743,0.761,0.540268166089965,FALSE,amd,nvme,83333,66667,1200,1,396.25,13333,396.25,13333,FALSE,15,15,15,1,TRUE,
g4ad.16xlarge,g4ad,gpu,256,64,AMD EPYC 7R32,2.8,2400 GB                 (2 * 1200 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",3.468,2.1848,2.0392,1.7486,1.5219,0.540260957324106,FALSE,amd,nvme,166666,133332,1200,2,787.5,26667,787.5,26667,FALSE,25,25,25,1,TRUE,
g4dn.xlarge,g4dn,gpu,16,4,Intel Xeon Family,2.5,125 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.526,0.331,0.3092,0.227,0.1978,0.506178707224335,FALSE,intel,nvme,42500,32500,125,1,118.75,3000,437.5,20000,TRUE,5,25,25,1,TRUE,
g4dn.2xlarge,g4dn,gpu,32,8,Intel Xeon Family,2.5,225 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.752,0.474,0.4421,0.325,0.2828,0.506615691489362,FALSE,intel,nvme,42500,32500,225,1,143.75,6000,437.5,20000,TRUE,10,25,25,1,TRUE,
g4dn.4xlarge,g4dn,gpu,64,16,Intel Xeon Family,2.5,225 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.204,0.759,0.708,0.52,0.4527,0.506582225913621,FALSE,intel,nvme,85000,65000,225,1,593.75,20000,593.75,20000,TRUE,20,25,25,1,TRUE,
g4dn.8xlarge,g4dn,gpu,128,32,Intel Xeon Family,2.5,900 GB                 NVMe SSD,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.176,1.371,1.2795,0.94,0.8182,0.506514246323529,FALSE,intel,nvme,250000,200000,900,1,1187.5,40000,1187.5,40000,FALSE,50,50,50,1,TRUE,
g4dn.12xlarge,g4dn,gpu,192,48,Intel Xeon Family,2.5,900 GB                 NVMe SSD,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.912,2.465,2.3002,1.69,1.4709,0.506524795501022,FALSE,intel,nvme,250000,200000,900,1,1187.5,40000,1187.5,40000,FALSE,50,50,50,1,TRUE,
g4dn.16xlarge,g4dn,gpu,256,64,Intel Xeon Family,2.5,900 GB                 NVMe SSD,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.352,2.742,2.559,1.88,1.6363,0.506508501838235,FALSE,intel,nvme,250000,200000,900,1,1187.5,40000,1187.5,40000,FALSE,50,50,50,1,TRUE,
g4dn.metal,g4dn,gpu,384,96,Intel Xeon Family,2.5,1800 GB                 (2 * 900 GB NVMe SSD),100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.824,4.929,4.6005,3.38,2.9418,0.506496037832311,FALSE,intel,nvme,500000,400000,900,2,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
g5.xlarge,g5,gpu,16,4,AMD EPYC 7R32,2.8,250 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.006,0.6338,0.5916,0.4346,0.3783,0.50653578528827,FALSE,amd,nvme,40625,20313,250,1,87.5,3000,437.5,15000,TRUE,2.5,10,10,1,TRUE,
g5.2xlarge,g5,gpu,32,8,AMD EPYC 7R32,2.8,450 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.212,0.7636,0.7127,0.5236,0.4557,0.506518151815182,FALSE,amd,nvme,40625,20313,450,1,106.25,3500,437.5,15000,TRUE,5,10,10,1,TRUE,
g5.4xlarge,g5,gpu,64,16,AMD EPYC 7R32,2.8,600 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.624,1.0231,0.9549,0.7016,0.6106,0.506496305418719,FALSE,amd,nvme,125000,62500,600,1,593.75,20000,593.75,20000,TRUE,10,25,25,1,TRUE,
g5.8xlarge,g5,gpu,128,32,AMD EPYC 7R32,2.8,900 GB                 NVMe SSD,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.448,1.5422,1.4394,1.0575,0.9204,0.506484885620915,FALSE,amd,nvme,250000,125000,900,1,2000,65000,2000,65000,FALSE,25,25,25,1,TRUE,
g5.12xlarge,g5,gpu,192,48,AMD EPYC 7R32,2.8,3800 GB                 NVMe SSD,40 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",5.672,3.5734,3.3352,2.4503,2.1327,0.506505641748942,FALSE,amd,nvme,312500,156250,3800,1,2000,65000,2000,65000,FALSE,40,40,40,1,TRUE,
g5.16xlarge,g5,gpu,256,64,AMD EPYC 7R32,2.8,1900 GB                 NVMe SSD,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.096,2.5805,2.4084,1.7695,1.5401,0.506500244140625,FALSE,amd,nvme,250000,125000,1900,1,2000,65000,2000,65000,FALSE,25,25,25,1,TRUE,
g5.24xlarge,g5,gpu,384,96,AMD EPYC 7R32,2.8,3800 GB                 NVMe SSD,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",8.144,5.1307,4.7887,3.5182,3.0621,0.506498649312377,FALSE,amd,nvme,312500,156250,3800,1,2375,80000,2375,80000,FALSE,50,50,50,1,TRUE,
g5.48xlarge,g5,gpu,768,192,AMD EPYC 7R32,2.8,7600 GB                 (2 * 3800 GB NVMe SSD),100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",16.288,10.2614,9.5774,7.0364,6.1243,0.506500184184676,FALSE,amd,nvme,625000,312500,3800,2,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
g5g.xlarge,g5g,gpu,8,4,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",0.42,0.2646,0.2469,0.1814,0.1579,0.506428571428571,FALSE,graviton,other,0,0,0,0,148.5,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
g5g.2xlarge,g5g,gpu,16,8,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",0.556,0.3503,0.3269,0.2402,0.2091,0.506519784172662,FALSE,graviton,other,0,0,0,0,296.88,12000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
g5g.4xlarge,g5g,gpu,32,16,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",0.828,0.5216,0.4869,0.3577,0.3113,0.50649154589372,FALSE,graviton,other,0,0,0,0,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
g5g.8xlarge,g5g,gpu,64,32,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",1.372,0.8644,0.8067,0.5927,0.5159,0.506505102040816,FALSE,graviton,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
g5g.16xlarge,g5g,gpu,128,64,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",2.744,1.7287,1.6135,1.1854,1.0317,0.506495991253644,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
g5g.metal,g5g,gpu,128,64,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",2.744,1.7287,1.6135,1.1854,1.0317,0.506495991253644,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
h1.2xlarge,h1,cpu,32,8,Intel Xeon E5-2686 v4 (Broadwell),2.3,2000 GB                 HDD,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.468,0.318,0.2969,0.226,0.1968,0.554326923076923,FALSE,intel,hdd,0,0,2000,1,218.75,12000,218.75,12000,TRUE,2.5,10,10,1,TRUE,
h1.4xlarge,h1,cpu,64,16,Intel Xeon E5-2686 v4 (Broadwell),2.3,4000 GB                 (2 * 2000 GB HDD),Up to 10 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.936,0.636,0.5937,0.452,0.3935,0.554273504273504,FALSE,intel,hdd,0,0,2000,2,437.5,20000,437.5,20000,TRUE,5,10,10,1,TRUE,
h1.8xlarge,h1,cpu,128,32,Intel Xeon E5-2686 v4 (Broadwell),2.3,8000 GB                 (4 * 2000 GB HDD),10 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",1.872,1.272,1.1874,0.904,0.7871,0.554286858974359,FALSE,intel,hdd,0,0,2000,4,875,40000,875,40000,FALSE,10,10,10,1,TRUE,
h1.16xlarge,h1,cpu,256,64,Intel Xeon E5-2686 v4 (Broadwell),2.3,16000 GB                 (8 * 2000 GB HDD),25 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",3.744,2.545,2.3749,1.809,1.5741,0.554420405982906,FALSE,intel,hdd,0,0,2000,8,1750,80000,1750,80000,FALSE,25,25,25,1,TRUE,
hpc7g.4xlarge,hpc7g,cpu,128,16,AWS Graviton3 Processor,2.6,EBS only,200 Gigabit,use1-az6,1.6832,1.3255,1.2371,1.1634,1.0126,0.70380822243346,FALSE,graviton,other,0,0,0,0,0,0,0,0,FALSE,200,200,200,1,FALSE,strange instances
hpc7g.8xlarge,hpc7g,cpu,128,32,AWS Graviton3 Processor,2.6,EBS only,200 Gigabit,use1-az6,1.6832,1.3255,1.2371,1.1634,1.0126,0.70380822243346,FALSE,graviton,other,0,0,0,0,0,0,0,0,FALSE,200,200,200,1,FALSE,strange instances
hpc7g.16xlarge,hpc7g,cpu,128,64,AWS Graviton3 Processor,2.6,EBS only,200 Gigabit,use1-az6,1.6832,1.3255,1.2371,1.1634,1.0126,0.70380822243346,FALSE,graviton,other,0,0,0,0,0,0,0,0,FALSE,200,200,200,1,FALSE,strange instances
hs1.8xlarge,hs1,cpu,117,16,Intel Xeon E5-2650,2,EBS only,10 Gigabit,,9999,unavailable,unavailable,unavailable,unavailable,,FALSE,intel,other,0,0,0,0,0,0,0,0,FALSE,10,10,10,1,FALSE,
i2.large,i2,cpu,15,2,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5,EBS only,Moderate,,9999,unavailable,unavailable,unavailable,unavailable,,FALSE,intel,other,0,0,0,0,0,0,0,0,FALSE,0,0,Moderate,1,FALSE,
i2.xlarge,i2,cpu,30.5,4,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5,800 GB                 SSD,Moderate,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az6",0.853,0.424,0.3555,unavailable,0.2117,0.387338804220399,FALSE,intel,ssd,0,0,800,1,0,0,0,0,FALSE,0,0,Moderate,1,TRUE,
i2.2xlarge,i2,cpu,61,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5,1600 GB                 (2 * 800 GB SSD),High,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az6",1.705,0.848,0.712,unavailable,0.4225,0.387585532746823,FALSE,intel,ssd,0,0,800,2,0,0,0,0,FALSE,0,0,High,1,TRUE,
i2.4xlarge,i2,cpu,122,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5,3200 GB                 (4 * 800 GB SSD),High,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az6",3.41,1.696,1.4229,unavailable,0.8451,0.387487781036168,FALSE,intel,ssd,0,0,800,4,0,0,0,0,FALSE,0,0,High,1,TRUE,
i2.8xlarge,i2,cpu,244,32,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5,6400 GB                 (8 * 800 GB SSD),10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az6",6.82,3.392,2.846,unavailable,1.6902,0.387497556207234,FALSE,intel,ssd,0,0,800,8,0,0,0,0,FALSE,10,10,10,1,TRUE,
i3.large,i3,cpu,15.25,2,Intel Xeon E5-2686 v4 (Broadwell),2.3,475 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.156,0.107,0.0993,0.076,0.066,0.558173076923077,FALSE,intel,nvme,103125,35000,475,1,53.125,3000,53.125,3000,TRUE,0.75,10,10,1,TRUE,
i3.xlarge,i3,cpu,30.5,4,Intel Xeon E5-2686 v4 (Broadwell),2.3,950 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.312,0.214,0.1987,0.151,0.132,0.557451923076923,FALSE,intel,nvme,206250,70000,950,1,106.25,6000,106.25,6000,TRUE,1.25,10,10,1,TRUE,
i3.2xlarge,i3,cpu,61,8,Intel Xeon E5-2686 v4 (Broadwell),2.3,1900 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.624,0.428,0.3975,0.302,0.264,0.557491987179487,FALSE,intel,nvme,412500,180000,1900,1,212.5,12000,212.5,12000,TRUE,2.5,10,10,1,TRUE,
i3.4xlarge,i3,cpu,122,16,Intel Xeon E5-2686 v4 (Broadwell),2.3,3800 GB                 (2 * 1900 GB NVMe SSD),Up to 10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",1.248,0.857,0.795,0.605,0.5279,0.557872596153846,FALSE,intel,nvme,825000,360000,1900,2,437.5,16000,437.5,16000,TRUE,5,10,10,1,TRUE,
i3.8xlarge,i3,cpu,244,32,Intel Xeon E5-2686 v4 (Broadwell),2.3,7600 GB                 (4 * 1900 GB NVMe SSD),10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",2.496,1.714,1.59,1.21,1.0558,0.557872596153846,FALSE,intel,nvme,1650000,720000,1900,4,875,32500,875,32500,FALSE,10,10,10,1,TRUE,
i3.16xlarge,i3,cpu,488,64,Intel Xeon E5-2686 v4 (Broadwell),2.3,15200 GB                 (8 * 1900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",4.992,3.427,3.1799,2.419,2.1116,0.557767427884615,FALSE,intel,nvme,3300000,1440000,1900,8,1750,65000,1750,65000,FALSE,25,25,25,1,TRUE,
i3.metal,i3,cpu,512,72,Intel Xeon E5-2686 v4 (Broadwell),2.3,15200 GB                 (8 * 1900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.992,3.427,3.1799,2.419,2.1116,0.557767427884615,FALSE,intel,nvme,3300000,1440000,1900,8,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
i3en.large,i3en,cpu,16,2,Intel Xeon Platinum 8175,3.1,1250 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.226,0.154,0.1436,0.098,0.0856,0.532300884955752,FALSE,intel,nvme,42500,32500,1250,1,72.1,3000,593.75,20000,TRUE,2.1,25,25,1,TRUE,
i3en.xlarge,i3en,cpu,32,4,Intel Xeon Platinum 8175,3.1,2500 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.452,0.308,0.2873,0.197,0.1712,0.532909292035398,FALSE,intel,nvme,85000,65000,2500,1,144.2,6000,593.75,20000,TRUE,4.2,25,25,1,TRUE,
i3en.2xlarge,i3en,cpu,64,8,Intel Xeon Platinum 8175,3.1,5000 GB                 (2 * 2500 GB NVMe SSD),Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.904,0.616,0.5747,0.393,0.3424,0.532660398230088,FALSE,intel,nvme,170000,130000,2500,2,288.39,12000,593.75,20000,TRUE,8.4,25,25,1,TRUE,
i3en.3xlarge,i3en,cpu,96,12,Intel Xeon Platinum 8175,3.1,7500 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.356,0.924,0.862,0.59,0.5135,0.532724926253687,FALSE,intel,nvme,250000,200000,7500,1,475,15000,593.75,20000,TRUE,12.5,25,25,1,TRUE,
i3en.6xlarge,i3en,cpu,192,24,Intel Xeon Platinum 8175,3.1,15000 GB                 (2 * 7500 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.712,1.847,1.7239,1.18,1.0271,0.532632743362832,FALSE,intel,nvme,500000,400000,7500,2,593.75,20000,593.75,20000,FALSE,25,25,25,1,TRUE,
i3en.12xlarge,i3en,cpu,384,48,Intel Xeon Platinum 8175,3.1,30000 GB                 (4 * 7500 GB NVMe SSD),50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",5.424,3.694,3.4477,2.36,2.0541,0.532623525073746,FALSE,intel,nvme,1000000,800000,7500,4,1187.5,40000,1187.5,40000,FALSE,50,50,50,1,TRUE,
i3en.24xlarge,i3en,cpu,768,96,Intel Xeon Platinum 8175,3.1,60000 GB                 (8 * 7500 GB NVMe SSD),100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.848,7.388,6.8955,4.72,4.1083,0.532628134218289,FALSE,intel,nvme,2000000,1600000,7500,8,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
i3en.metal,i3en,cpu,768,96,Intel Xeon Platinum 8175,3.1,60000 GB                 (8 * 7500 GB NVMe SSD),100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.848,7.388,6.8955,4.72,4.1083,0.532628134218289,FALSE,intel,nvme,2000000,1600000,7500,8,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
i4g.large,i4g,cpu,16,2,AWS Graviton2 Processor,2.5,468 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.1544,0.1002,0.0935,0.0714,0.0622,0.529954663212435,FALSE,graviton,nvme,31250,25000,468,1,78.12,2500,1250,40000,TRUE,0.781,10,10,1,TRUE,
i4g.xlarge,i4g,cpu,32,4,AWS Graviton2 Processor,2.5,937 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.3089,0.2004,0.1871,0.1429,0.1244,0.529944966008417,FALSE,graviton,nvme,62500,50000,937,1,156.25,5000,1250,40000,TRUE,1.875,10,10,1,TRUE,
i4g.2xlarge,i4g,cpu,64,8,AWS Graviton2 Processor,2.5,1875 GB                 NVMe SSD,Up to 12 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",0.6178,0.4009,0.3742,0.2858,0.2487,0.529944966008417,FALSE,graviton,nvme,125000,100000,1875,1,312.5,10000,1250,40000,TRUE,4.687,12,12,1,TRUE,
i4g.4xlarge,i4g,cpu,128,16,AWS Graviton2 Processor,2.5,3750 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",1.2355,0.8018,0.7483,0.5715,0.4975,0.529967624443545,FALSE,graviton,nvme,250000,200000,3750,1,625,20000,1250,40000,TRUE,9.375,25,25,1,TRUE,
i4g.8xlarge,i4g,cpu,256,32,AWS Graviton2 Processor,2.5,7500 GB                 (2 * 3750 GB NVMe SSD),18.75 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",2.471,1.6036,1.4967,1.1431,0.9949,0.529977741804937,FALSE,graviton,nvme,500000,400000,3750,2,1250,40000,1250,40000,FALSE,18.75,18.75,18.75,1,TRUE,
i4g.16xlarge,i4g,cpu,512,64,AWS Graviton2 Processor,2.5,15000 GB                 (4 * 3750 GB NVMe SSD),37.5 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",4.9421,3.2071,2.9933,2.2861,1.9898,0.52995184233423,FALSE,graviton,nvme,1000000,800000,3750,4,2500,80000,2500,80000,FALSE,37.5,37.5,37.5,1,TRUE,
i4i.large,i4i,cpu,16,2,Intel Xeon 8375C (Ice Lake),3.5,468 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.172,0.111,0.1039,0.079,0.0691,0.527616279069768,FALSE,intel,nvme,50000,27500,468,1,78.12,2500,1250,40000,TRUE,0.781,10,10,1,TRUE,
i4i.xlarge,i4i,cpu,32,4,Intel Xeon 8375C (Ice Lake),3.5,937 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.343,0.223,0.2079,0.159,0.1382,0.530685131195335,FALSE,intel,nvme,100000,55000,937,1,156.25,5000,1250,40000,TRUE,1.875,10,10,1,TRUE,
i4i.2xlarge,i4i,cpu,64,8,Intel Xeon 8375C (Ice Lake),3.5,1875 GB                 NVMe SSD,Up to 12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.686,0.445,0.4158,0.318,0.2764,0.530320699708455,FALSE,intel,nvme,200000,110000,1875,1,312.5,10000,1250,40000,TRUE,4.687,12,12,1,TRUE,
i4i.4xlarge,i4i,cpu,128,16,Intel Xeon 8375C (Ice Lake),3.5,3750 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.373,0.891,0.8314,0.635,0.5527,0.529879825200291,FALSE,intel,nvme,400000,220000,3750,1,625,20000,1250,40000,TRUE,9.375,25,25,1,TRUE,
i4i.8xlarge,i4i,cpu,256,32,Intel Xeon 8375C (Ice Lake),3.5,7500 GB                 (2 * 3750 GB NVMe SSD),18.75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.746,1.782,1.6629,1.27,1.1054,0.529888929351784,FALSE,intel,nvme,800000,440000,3750,2,1250,40000,1250,40000,FALSE,18.75,18.75,18.75,1,TRUE,
i4i.12xlarge,i4i,cpu,384,48,Intel Xeon 8375C (Ice Lake),3.5,11250 GB                 (3 * 3750 GB NVMe SSD),28.12 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",4.118,2.672,2.4943,1.905,1.6581,0.52995386109762,FALSE,intel,nvme,1200000,660000,3750,3,1875,60000,1875,60000,FALSE,28.12,28.12,28.12,1,TRUE,
i4i.16xlarge,i4i,cpu,512,64,Intel Xeon 8375C (Ice Lake),3.5,15000 GB                 (4 * 3750 GB NVMe SSD),37.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",5.491,3.563,3.3257,2.54,2.2109,0.529939901657257,FALSE,intel,nvme,1600000,880000,3750,4,2500,80000,2500,80000,FALSE,37.5,37.5,37.5,1,TRUE,
i4i.24xlarge,i4i,cpu,768,96,Intel Xeon 8375C (Ice Lake),3.5,22500 GB                 (6 * 3750 GB NVMe SSD),56.25 Gigabit,"use1-az2, use1-az4, use1-az5, use1-az6",8.2368,5.3449,4.9886,3.8102,3.3163,0.529938811188811,FALSE,intel,nvme,2400000,1320000,3750,6,3750,120000,3750,120000,FALSE,56.25,56.25,56.25,1,TRUE,
i4i.32xlarge,i4i,cpu,1024,128,Intel Xeon 8375C (Ice Lake),3.5,30000 GB                 (8 * 3750 GB NVMe SSD),75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.9824,7.1266,6.6515,5.0803,4.4218,0.529943363927739,FALSE,intel,nvme,3200000,1760000,3750,8,5000,160000,5000,160000,FALSE,75,75,75,1,TRUE,
i4i.metal,i4i,cpu,1024,128,Intel Xeon 8375C (Ice Lake),3.5,30000 GB                 (8 * 3750 GB NVMe SSD),75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",10.982,7.127,6.6515,5.08,4.4218,0.5299649426334,FALSE,intel,nvme,3200000,1760000,3750,8,5000,160000,5000,160000,FALSE,75,75,75,1,TRUE,
im4gn.large,im4gn,cpu,8,2,AWS Graviton2 Processor,2.5,937 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az2, use1-az4, use1-az6",0.1819,0.1167,0.1089,0.0832,0.0724,0.523914238592633,FALSE,graviton,nvme,31250,25000,937,1,156.25,5000,1250,40000,TRUE,3.125,25,25,1,TRUE,
im4gn.xlarge,im4gn,cpu,16,4,AWS Graviton2 Processor,2.5,1875 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az2, use1-az4, use1-az6",0.3638,0.2333,0.2178,0.1663,0.1447,0.523708081363386,FALSE,graviton,nvme,62500,50000,1875,1,312.5,10000,1250,40000,TRUE,6.25,25,25,1,TRUE,
im4gn.2xlarge,im4gn,cpu,32,8,AWS Graviton2 Processor,2.5,3750 GB                 NVMe SSD,Up to 25 Gigabit,"use1-az2, use1-az4, use1-az6",0.7276,0.4666,0.4355,0.3326,0.2895,0.523708081363386,FALSE,graviton,nvme,125000,100000,3750,1,625,20000,1250,40000,TRUE,12.5,25,25,1,TRUE,
im4gn.4xlarge,im4gn,cpu,64,16,AWS Graviton2 Processor,2.5,7500 GB                 NVMe SSD,25 Gigabit,"use1-az2, use1-az4, use1-az6",1.4552,0.9332,0.871,0.6653,0.579,0.52372526113249,FALSE,graviton,nvme,250000,200000,7500,1,1250,40000,1250,40000,FALSE,25,25,25,1,TRUE,
im4gn.8xlarge,im4gn,cpu,128,32,AWS Graviton2 Processor,2.5,15000 GB                 (2 * 7500 GB NVMe SSD),50 Gigabit,"use1-az2, use1-az4, use1-az6",2.9103,1.8665,1.742,1.3306,1.1581,0.523760437068344,FALSE,graviton,nvme,500000,400000,7500,2,2500,80000,2500,80000,FALSE,50,50,50,1,TRUE,
im4gn.16xlarge,im4gn,cpu,256,64,AWS Graviton2 Processor,2.5,30000 GB                 (4 * 7500 GB NVMe SSD),100 Gigabit,"use1-az2, use1-az4, use1-az6",5.8207,3.733,3.4841,2.6611,2.3162,0.523751438830381,FALSE,graviton,nvme,1000000,800000,7500,4,5000,160000,5000,160000,FALSE,100,100,100,1,TRUE,
inf1.xlarge,inf1,ml,8,4,Intel Xeon Platinum 8275CL (Cascade Lake),0,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.228,0.144,0.1341,0.11,0.0954,0.53015350877193,FALSE,intel,other,0,0,0,0,148.75,4000,593.75,20000,TRUE,5,25,25,1,TRUE,
inf1.2xlarge,inf1,ml,16,8,Intel Xeon Platinum 8275CL (Cascade Lake),0,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.362,0.228,0.2129,0.174,0.1514,0.529212707182321,FALSE,intel,other,0,0,0,0,148.75,6000,593.75,20000,TRUE,5,25,25,1,TRUE,
