name,class,category,memory,vcpu,Physical Processor,clock_speed_ghz,Instance Storage,Network Performance,Availability Zones,price,1y_noup,1y_fullup,3y_noup,3y_fullup,avg_cost,burstable_cpu,cpu_vendor,instance_storage_type,storage_readops,storage_writeops,storage_size_per_device,storage_devices,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_upto,network_speed,network_speed_burst,Network_Perf,network_devices,consider,comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1.medium,a1,cpu,2,1,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.0255,0.0161,0.015,0.011,0.0096,0.506862745098039,FALSE,graviton,other,0,0,0,0,37.5,2500,437.5,20000,TRUE,0.5,10,10,1,FALSE,
a1.large,a1,cpu,4,2,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.051,0.0321,0.03,0.022,0.0192,0.506372549019608,FALSE,graviton,other,0,0,0,0,65.62,4000,437.5,20000,TRUE,0.75,10,10,1,FALSE,
a1.xlarge,a1,cpu,8,4,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.102,0.0643,0.0599,0.0441,0.0384,0.506617647058823,FALSE,graviton,other,0,0,0,0,100,6000,437.5,20000,TRUE,1.25,10,10,1,FALSE,
a1.2xlarge,a1,cpu,16,8,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.204,0.1285,0.12,0.0881,0.0767,0.506495098039216,FALSE,graviton,other,0,0,0,0,218.75,10000,437.5,20000,TRUE,2.5,10,10,1,FALSE,
a1.4xlarge,a1,cpu,32,16,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.408,0.257,0.24,0.1763,0.1534,0.50655637254902,FALSE,graviton,other,0,0,0,0,437.5,20000,437.5,20000,TRUE,5,10,10,1,FALSE,
a1.metal,a1,cpu,32,16,AWS Graviton Processor,2.3,EBS only,Up to 10 Gigabit,"use1-az2, use1-az4, use1-az6",0.408,0.257,0.24,0.176,0.1534,0.506372549019608,FALSE,graviton,other,0,0,0,0,437.5,20000,437.5,20000,TRUE,5,10,10,1,FALSE,
c1.medium,c1,cpu,1.7,2,Intel Xeon Family,0,350 GB                 HDD,Moderate,"use1-az1, use1-az2, use1-az4, use1-az6",0.13,0.091,0.0766,unavailable,0.0489,0.555128205128205,FALSE,intel,hdd,0,0,350,1,0,0,0,0,FALSE,0,0,Moderate,1,TRUE,
c1.xlarge,c1,cpu,7,8,Intel Xeon Family,0,1680 GB                 (4 * 420 GB HDD),High,"use1-az1, use1-az2, use1-az4, use1-az6",0.52,0.364,0.3086,unavailable,0.1955,0.556474358974359,FALSE,intel,hdd,0,0,420,4,0,0,0,0,FALSE,0,0,High,1,TRUE,
c3.large,c3,cpu,3.75,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8,32 GB                 (2 * 16 GB SSD),Moderate,"use1-az2, use1-az3, use1-az4, use1-az6",0.105,0.073,0.0619,unavailable,0.0388,0.551428571428571,FALSE,intel,ssd,0,0,16,2,0,0,0,0,FALSE,0,0,Moderate,1,TRUE,
c3.xlarge,c3,cpu,7.5,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8,80 GB                 (2 * 40 GB SSD),Moderate,"use1-az2, use1-az3, use1-az4, use1-az6",0.21,0.146,0.1248,unavailable,0.0786,0.554603174603175,FALSE,intel,ssd,0,0,40,2,0,0,0,0,FALSE,0,0,Moderate,1,TRUE,
c3.2xlarge,c3,cpu,15,8,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8,160 GB                 (2 * 80 GB SSD),High,"use1-az2, use1-az3, use1-az4, use1-az6",0.42,0.292,0.2477,unavailable,0.1572,0.553095238095238,FALSE,intel,ssd,0,0,80,2,0,0,0,0,FALSE,0,0,High,1,TRUE,
c3.4xlarge,c3,cpu,30,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8,320 GB                 (2 * 160 GB SSD),High,"use1-az2, use1-az3, use1-az4, use1-az6",0.84,0.584,0.4966,unavailable,0.3145,0.553611111111111,FALSE,intel,ssd,0,0,160,2,0,0,0,0,FALSE,0,0,High,1,TRUE,
c3.8xlarge,c3,cpu,60,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8,640 GB                 (2 * 320 GB SSD),10 Gigabit,"use1-az2, use1-az3, use1-az4, use1-az6",1.68,1.168,0.9921,unavailable,0.6281,0.553214285714286,FALSE,intel,ssd,0,0,320,2,0,0,0,0,FALSE,10,10,10,1,TRUE,
c4.large,c4,cpu,3.75,2,Intel Xeon E5-2666 v3 (Haswell),2.9,EBS only,Moderate,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.1,0.063,0.0588,0.044,0.0385,0.51075,FALSE,intel,other,0,0,0,0,62.5,4000,62.5,4000,FALSE,0,0,Moderate,1,TRUE,
c4.xlarge,c4,cpu,7.5,4,Intel Xeon E5-2666 v3 (Haswell),2.9,EBS only,High,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.199,0.126,0.1186,0.089,0.078,0.517085427135678,FALSE,intel,other,0,0,0,0,93.75,6000,93.75,6000,FALSE,0,0,High,1,TRUE,
c4.2xlarge,c4,cpu,15,8,Intel Xeon E5-2666 v3 (Haswell),2.9,EBS only,High,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.398,0.252,0.2372,0.177,0.1551,0.515891959798995,FALSE,intel,other,0,0,0,0,125,8000,125,8000,FALSE,0,0,High,1,TRUE,
c4.4xlarge,c4,cpu,30,16,Intel Xeon E5-2666 v3 (Haswell),2.9,EBS only,High,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",0.796,0.504,0.4733,0.354,0.3102,0.51554648241206,FALSE,intel,other,0,0,0,0,250,16000,250,16000,FALSE,0,0,High,1,TRUE,
c4.8xlarge,c4,cpu,60,36,Intel Xeon E5-2666 v3 (Haswell),2.9,EBS only,10 Gigabit,"use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6",1.591,1.008,0.9467,0.708,0.6213,0.516027655562539,FALSE,intel,other,0,0,0,0,500,32000,500,32000,FALSE,10,10,10,1,TRUE,
c5.large,c5,cpu,4,2,Intel Xeon Platinum 8124M,3.4,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.085,0.054,0.05,0.036,0.031,0.502941176470588,FALSE,intel,other,0,0,0,0,81.25,4000,593.75,20000,TRUE,0.75,10,10,1,TRUE,
c5.xlarge,c5,cpu,8,4,Intel Xeon Platinum 8124M,3.4,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.17,0.107,0.1,0.071,0.062,0.5,FALSE,intel,other,0,0,0,0,143.75,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
c5.2xlarge,c5,cpu,16,8,Intel Xeon Platinum 8124M,3.4,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.34,0.214,0.1999,0.142,0.124,0.499926470588235,FALSE,intel,other,0,0,0,0,287.5,10000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
c5.4xlarge,c5,cpu,32,16,Intel Xeon Platinum 8124M,3.4,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.68,0.428,0.3999,0.285,0.248,0.500330882352941,FALSE,intel,other,0,0,0,0,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
c5.9xlarge,c5,cpu,72,36,Intel Xeon Platinum 8124M,3.4,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.53,0.964,0.8997,0.641,0.558,0.500441176470588,FALSE,intel,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
c5.12xlarge,c5,cpu,96,48,Intel Xeon Platinum 8275L,3.4,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.04,1.285,1.1995,0.855,0.744,0.500428921568627,FALSE,intel,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
c5.18xlarge,c5,cpu,144,72,Intel Xeon Platinum 8124M,3.4,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.06,1.928,1.7993,1.282,1.1161,0.500441176470588,FALSE,intel,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5.24xlarge,c5,cpu,192,96,Intel Xeon Platinum 8275L,3.4,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.08,2.57,2.3991,1.71,1.4881,0.500441176470588,FALSE,intel,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5.metal,c5,cpu,192,96,Intel Xeon Platinum 8275L,3.4,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.08,2.57,2.3991,1.71,1.4881,0.500441176470588,FALSE,intel,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5a.large,c5a,cpu,4,2,AMD EPYC 7R32,3.3,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.077,0.049,0.0453,0.033,0.029,0.507467532467533,FALSE,amd,other,0,0,0,0,25,800,396.25,13300,TRUE,0.75,10,10,1,TRUE,
c5a.xlarge,c5a,cpu,8,4,AMD EPYC 7R32,3.3,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.154,0.097,0.0905,0.067,0.0579,0.507142857142857,FALSE,amd,other,0,0,0,0,50,1600,396.25,13300,TRUE,1.25,10,10,1,TRUE,
c5a.2xlarge,c5a,cpu,16,8,AMD EPYC 7R32,3.3,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.308,0.194,0.181,0.133,0.1158,0.506331168831169,FALSE,amd,other,0,0,0,0,100,3200,396.25,13300,TRUE,2.5,10,10,1,TRUE,
c5a.4xlarge,c5a,cpu,32,16,AMD EPYC 7R32,3.3,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.616,0.388,0.3622,0.266,0.2316,0.506412337662338,FALSE,amd,other,0,0,0,0,197.5,6600,396.25,13300,TRUE,5,10,10,1,TRUE,
c5a.8xlarge,c5a,cpu,64,32,AMD EPYC 7R32,3.3,EBS only,10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.232,0.776,0.7244,0.532,0.4632,0.506412337662338,FALSE,amd,other,0,0,0,0,396.25,13300,396.25,13300,FALSE,10,10,10,1,TRUE,
c5a.12xlarge,c5a,cpu,96,48,AMD EPYC 7R32,3.3,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.848,1.164,1.0866,0.798,0.6949,0.506425865800866,FALSE,amd,other,0,0,0,0,593.75,20000,593.75,20000,FALSE,12,12,12,1,TRUE,
c5a.16xlarge,c5a,cpu,128,64,AMD EPYC 7R32,3.3,EBS only,20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.464,1.552,1.4489,1.064,0.9264,0.506422483766234,FALSE,amd,other,0,0,0,0,787.5,26700,787.5,26700,FALSE,20,20,20,1,TRUE,
c5a.24xlarge,c5a,cpu,192,96,AMD EPYC 7R32,3.3,EBS only,20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.696,2.328,2.1733,1.597,1.3897,0.506493506493506,FALSE,amd,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,20,20,20,1,TRUE,
c5ad.large,c5ad,cpu,4,2,AMD EPYC 7R32,3.3,75 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.086,0.054,0.0506,0.037,0.0323,0.505523255813954,FALSE,amd,nvme,16283,7105,75,1,25,800,396.25,13300,TRUE,0.75,10,10,1,TRUE,
c5ad.xlarge,c5ad,cpu,8,4,AMD EPYC 7R32,3.3,150 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.172,0.108,0.1011,0.074,0.0647,0.505523255813954,FALSE,amd,nvme,32566,14211,150,1,50,1600,396.25,13300,TRUE,1.25,10,10,1,TRUE,
c5ad.2xlarge,c5ad,cpu,16,8,AMD EPYC 7R32,3.3,300 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.344,0.217,0.2023,0.149,0.1293,0.506976744186047,FALSE,amd,nvme,65132,28421,300,1,100,3200,396.25,13300,TRUE,2.5,10,10,1,TRUE,
c5ad.4xlarge,c5ad,cpu,32,16,AMD EPYC 7R32,3.3,600 GB                 (2 * 300 GB NVMe SSD),Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.688,0.433,0.4046,0.297,0.2587,0.506286337209302,FALSE,amd,nvme,130262,56842,300,2,197.5,6600,396.25,13300,TRUE,5,10,10,1,TRUE,
c5ad.8xlarge,c5ad,cpu,64,32,AMD EPYC 7R32,3.3,1200 GB                 (2 * 600 GB NVMe SSD),10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.376,0.867,0.8091,0.594,0.5174,0.506449854651163,FALSE,amd,nvme,260526,113684,600,2,396.25,13300,396.25,13300,FALSE,10,10,10,1,TRUE,
c5ad.12xlarge,c5ad,cpu,96,48,AMD EPYC 7R32,3.3,1800 GB                 (2 * 900 GB NVMe SSD),12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.064,1.3,1.2136,0.892,0.7761,0.506504360465116,FALSE,amd,nvme,412500,180000,900,2,593.75,20000,593.75,20000,FALSE,12,12,12,1,TRUE,
c5ad.16xlarge,c5ad,cpu,128,64,AMD EPYC 7R32,3.3,2400 GB                 (2 * 1200 GB NVMe SSD),20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.752,1.734,1.6182,1.189,1.0347,0.506531613372093,FALSE,amd,nvme,521052,227368,1200,2,787.5,26700,787.5,26700,FALSE,20,20,20,1,TRUE,
c5ad.24xlarge,c5ad,cpu,192,96,AMD EPYC 7R32,3.3,3800 GB                 (2 * 1900 GB NVMe SSD),20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.128,2.601,2.4273,1.783,1.5521,0.506504360465116,FALSE,amd,nvme,825000,360000,1900,2,1187.5,40000,1187.5,40000,FALSE,20,20,20,1,TRUE,
c5d.large,c5d,cpu,4,2,Intel Xeon Platinum 8124M,3.4,50 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.096,0.06,0.0564,0.04,0.0351,0.498697916666667,FALSE,intel,nvme,20000,9000,50,1,81.25,4000,593.75,20000,TRUE,0.75,10,10,1,TRUE,
c5d.xlarge,c5d,cpu,8,4,Intel Xeon Platinum 8124M,3.4,100 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.192,0.121,0.1129,0.081,0.0702,0.501432291666667,FALSE,intel,nvme,40000,18000,100,1,143.75,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
c5d.2xlarge,c5d,cpu,16,8,Intel Xeon Platinum 8124M,3.4,200 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.384,0.242,0.2258,0.161,0.1403,0.500716145833333,FALSE,intel,nvme,80000,37000,200,1,287.5,10000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
c5d.4xlarge,c5d,cpu,32,16,Intel Xeon Platinum 8124M,3.4,400 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.768,0.484,0.4516,0.322,0.2807,0.500748697916667,FALSE,intel,nvme,175000,75000,400,1,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
c5d.9xlarge,c5d,cpu,72,36,Intel Xeon Platinum 8124M,3.4,900 GB                 NVMe SSD,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.728,1.089,1.0161,0.726,0.6315,0.500954861111111,FALSE,intel,nvme,350000,170000,900,1,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
c5d.12xlarge,c5d,cpu,96,48,Intel Xeon Platinum 8275L,3.4,1800 GB                 (2 * 900 GB NVMe SSD),12 Gigabit,"use1-az2, use1-az4, use1-az6",2.304,1.452,1.3548,0.967,0.8421,0.500857204861111,FALSE,intel,nvme,700000,340000,900,2,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
c5d.18xlarge,c5d,cpu,144,72,Intel Xeon Platinum 8124M,3.4,1800 GB                 (2 * 900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.456,2.177,2.0321,1.451,1.2631,0.500810185185185,FALSE,intel,nvme,700000,340000,900,2,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5d.24xlarge,c5d,cpu,192,96,Intel Xeon Platinum 8275L,3.4,3600 GB                 (4 * 900 GB NVMe SSD),25 Gigabit,"use1-az2, use1-az4, use1-az6",4.608,2.903,2.7095,1.935,1.6842,0.500851779513889,FALSE,intel,nvme,1400000,680000,900,4,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5d.metal,c5d,cpu,192,96,Intel Xeon Platinum 8275L,3.4,3600 GB                 (4 * 900 GB NVMe SSD),25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az6",4.608,2.903,2.7095,1.935,1.6842,0.500851779513889,FALSE,intel,nvme,1400000,680000,900,4,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c5n.large,c5n,cpu,5.25,2,Intel Xeon Platinum 8124M,3,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.108,0.068,0.0635,0.039,0.0341,0.473611111111111,FALSE,intel,other,0,0,0,0,81.25,4000,593.75,20000,TRUE,3,25,25,1,TRUE,
c5n.xlarge,c5n,cpu,10.5,4,Intel Xeon Platinum 8124M,3,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.216,0.136,0.1271,0.078,0.0683,0.473842592592593,FALSE,intel,other,0,0,0,0,143.75,6000,593.75,20000,TRUE,5,25,25,1,TRUE,
c5n.2xlarge,c5n,cpu,21,8,Intel Xeon Platinum 8124M,3,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.432,0.272,0.254,0.157,0.1365,0.474247685185185,FALSE,intel,other,0,0,0,0,287.5,10000,593.75,20000,TRUE,10,25,25,1,TRUE,
c5n.4xlarge,c5n,cpu,42,16,Intel Xeon Platinum 8124M,3,EBS only,Up to 25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.864,0.544,0.508,0.314,0.2731,0.47427662037037,FALSE,intel,other,0,0,0,0,593.75,20000,593.75,20000,TRUE,15,25,25,1,TRUE,
c5n.9xlarge,c5n,cpu,96,36,Intel Xeon Platinum 8124M,3,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.944,1.225,1.143,0.706,0.6143,0.47431841563786,FALSE,intel,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,50,50,50,1,TRUE,
c5n.18xlarge,c5n,cpu,192,72,Intel Xeon Platinum 8124M,3,EBS only,100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.888,2.449,2.2862,1.412,1.2287,0.474273405349794,FALSE,intel,other,0,0,0,0,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
c5n.metal,c5n,cpu,192,72,Intel Xeon Platinum 8124M,3,EBS only,100 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.888,2.449,2.2862,1.412,1.2287,0.474273405349794,FALSE,intel,other,0,0,0,0,2375,80000,2375,80000,FALSE,100,100,100,1,TRUE,
c6a.large,c6a,cpu,4,2,AMD EPYC 7R13 Processor,3.6,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0765,0.0506,0.0473,0.0337,0.0293,0.525816993464052,FALSE,amd,other,0,0,0,0,81.25,3600,1250,40000,TRUE,0.781,12.5,12.5,1,TRUE,
c6a.xlarge,c6a,cpu,8,4,AMD EPYC 7R13 Processor,3.6,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.153,0.1012,0.0944,0.0674,0.0586,0.525490196078431,FALSE,amd,other,0,0,0,0,156.25,6000,1250,40000,TRUE,1.562,12.5,12.5,1,TRUE,
c6a.2xlarge,c6a,cpu,16,8,AMD EPYC 7R13 Processor,3.6,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.306,0.2024,0.1889,0.1347,0.1172,0.525490196078431,FALSE,amd,other,0,0,0,0,312.5,12000,1250,40000,TRUE,3.125,12.5,12.5,1,TRUE,
c6a.4xlarge,c6a,cpu,32,16,AMD EPYC 7R13 Processor,3.6,EBS only,Up to 12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.612,0.4048,0.3779,0.2694,0.2345,0.525571895424837,FALSE,amd,other,0,0,0,0,625,20000,1250,40000,TRUE,6.25,12.5,12.5,1,TRUE,
c6a.8xlarge,c6a,cpu,64,32,AMD EPYC 7R13 Processor,3.6,EBS only,12.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.224,0.8097,0.7557,0.5389,0.469,0.525592320261438,FALSE,amd,other,0,0,0,0,1250,40000,1250,40000,FALSE,12.5,12.5,12.5,1,TRUE,
c6a.12xlarge,c6a,cpu,96,48,AMD EPYC 7R13 Processor,3.6,EBS only,18.75 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.836,1.2145,1.1336,0.8083,0.7035,0.525585511982571,FALSE,amd,other,0,0,0,0,1875,60000,1875,60000,FALSE,18.75,18.75,18.75,1,TRUE,
c6a.16xlarge,c6a,cpu,128,64,AMD EPYC 7R13 Processor,3.6,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.448,1.6194,1.5114,1.0777,0.9381,0.525592320261438,FALSE,amd,other,0,0,0,0,2500,80000,2500,80000,FALSE,25,25,25,1,TRUE,
c6a.24xlarge,c6a,cpu,192,96,AMD EPYC 7R13 Processor,3.6,EBS only,37.5 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",3.672,2.429,2.2671,1.6166,1.4071,0.525585511982571,FALSE,amd,other,0,0,0,0,3750,120000,3750,120000,FALSE,37.5,37.5,37.5,1,TRUE,
c6a.32xlarge,c6a,cpu,256,128,AMD EPYC 7R13 Processor,3.6,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",4.896,3.2387,3.0228,2.1555,1.8761,0.525587214052288,FALSE,amd,other,0,0,0,0,5000,160000,5000,160000,FALSE,50,50,50,1,TRUE,
c6a.48xlarge,c6a,cpu,384,192,AMD EPYC 7R13 Processor,3.6,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.344,4.8581,4.5341,3.2333,2.8141,0.525585511982571,FALSE,amd,other,0,0,0,0,5000,240000,5000,240000,FALSE,50,50,50,1,TRUE,
c6a.metal,c6a,cpu,384,192,AMD EPYC 7R13 Processor,3.6,EBS only,50 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",7.344,4.8581,4.5341,3.2333,2.8141,0.525585511982571,FALSE,amd,other,0,0,0,0,5000,240000,5000,240000,FALSE,50,50,50,1,TRUE,
c6g.medium,c6g,cpu,2,1,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.034,0.0214,0.02,0.0147,0.0128,0.506617647058823,FALSE,graviton,other,0,0,0,0,39.38,2500,593.75,20000,TRUE,0.5,10,10,1,TRUE,
c6g.large,c6g,cpu,4,2,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.068,0.0428,0.04,0.0294,0.0256,0.506617647058823,FALSE,graviton,other,0,0,0,0,78.75,3600,593.75,20000,TRUE,0.75,10,10,1,TRUE,
c6g.xlarge,c6g,cpu,8,4,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.136,0.0857,0.08,0.0588,0.0511,0.506617647058823,FALSE,graviton,other,0,0,0,0,148.5,6000,593.75,20000,TRUE,1.25,10,10,1,TRUE,
c6g.2xlarge,c6g,cpu,16,8,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.272,0.1714,0.1599,0.1175,0.1023,0.506525735294118,FALSE,graviton,other,0,0,0,0,296.88,12000,593.75,20000,TRUE,2.5,10,10,1,TRUE,
c6g.4xlarge,c6g,cpu,32,16,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.544,0.3427,0.3199,0.235,0.2045,0.506479779411765,FALSE,graviton,other,0,0,0,0,593.75,20000,593.75,20000,TRUE,5,10,10,1,TRUE,
c6g.8xlarge,c6g,cpu,64,32,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.088,0.6854,0.6397,0.47,0.4091,0.506479779411765,FALSE,graviton,other,0,0,0,0,1187.5,40000,1187.5,40000,FALSE,12,12,12,1,TRUE,
c6g.12xlarge,c6g,cpu,96,48,AWS Graviton2 Processor,2.5,EBS only,20 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",1.632,1.0282,0.9596,0.705,0.6136,0.506495098039216,FALSE,graviton,other,0,0,0,0,1781.25,50000,1781.25,50000,FALSE,20,20,20,1,TRUE,
c6g.16xlarge,c6g,cpu,128,64,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.176,1.3709,1.2795,0.94,0.8182,0.506502757352941,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c6g.metal,c6g,cpu,128,64,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",2.176,1.3709,1.2795,0.94,0.8182,0.506502757352941,FALSE,graviton,other,0,0,0,0,2375,80000,2375,80000,FALSE,25,25,25,1,TRUE,
c6gd.medium,c6gd,cpu,2,1,AWS Graviton2 Processor,2.5,59 GB                 NVMe SSD,Up to 10 Gigabit,"use1-az1, use1-az2, use1-az4, use1-az5, use1-az6",0.0384,0.0242,0.0226,0.0166,0.0144,0.506510416666667,FALSE,graviton,nvme,13438,5625,59,1,39.38,2500,593.75,20000,TRUE,0.5,10,10,1,TRUE,
